------------------------------------------------------------------------
TRAINING NEURAL NETWORK
------------------------------------------------------------------------
------------------------------------------------------------------------
TRAINING NEURAL NETWORK
------------------------------------------------------------------------
Epoch:1, Time:8ms, TrainLoss:0.7610383, TrainLossChange:0.7610383 TestLoss:0.64511544
Epoch:19, Time:2ms, TrainLoss:0.19020851, TrainLossChange:-0.029329613 TestLoss:0.23974508
Epoch:20, Time:2ms, TrainLoss:0.25556543, TrainLossChange:0.065356925 TestLoss:0.25142452
Epoch:21, Time:2ms, TrainLoss:0.2580872, TrainLossChange:0.0025217533 TestLoss:0.2730923
Epoch:22, Time:2ms, TrainLoss:0.22896639, TrainLossChange:-0.029120803 TestLoss:0.27930397
Epoch:23, Time:2ms, TrainLoss:0.1987343, TrainLossChange:-0.030232087 TestLoss:0.20605165
Epoch:24, Time:2ms, TrainLoss:0.2300091, TrainLossChange:0.031274796 TestLoss:0.20986342
Epoch:25, Time:1ms, TrainLoss:0.22001898, TrainLossChange:-0.009990111 TestLoss:0.13506891
Epoch:26, Time:1ms, TrainLoss:0.19513321, TrainLossChange:-0.024885774 TestLoss:0.18694733
Epoch:27, Time:2ms, TrainLoss:0.28680423, TrainLossChange:0.09167102 TestLoss:0.16939428
Epoch:28, Time:1ms, TrainLoss:0.2515125, TrainLossChange:-0.03529173 TestLoss:0.2131975
Epoch:29, Time:1ms, TrainLoss:0.35604486, TrainLossChange:0.10453236 TestLoss:0.20228387
Epoch:30, Time:0ms, TrainLoss:0.23893116, TrainLossChange:-0.117113695 TestLoss:0.14032505
Epoch:31, Time:1ms, TrainLoss:0.2260582, TrainLossChange:-0.012872964 TestLoss:0.26206797
Epoch:32, Time:0ms, TrainLoss:0.27656493, TrainLossChange:0.050506726 TestLoss:0.16480996
Epoch:33, Time:1ms, TrainLoss:0.3264556, TrainLossChange:0.049890667 TestLoss:0.29205582
Epoch:34, Time:0ms, TrainLoss:0.33343762, TrainLossChange:0.0069820285 TestLoss:0.23391406
Epoch:35, Time:0ms, TrainLoss:0.25841483, TrainLossChange:-0.07502279 TestLoss:0.24154674
Epoch:36, Time:0ms, TrainLoss:0.31494686, TrainLossChange:0.056532025 TestLoss:0.16473667
Epoch:37, Time:1ms, TrainLoss:0.26550493, TrainLossChange:-0.049441934 TestLoss:0.25353858
Epoch:38, Time:1ms, TrainLoss:0.3913942, TrainLossChange:0.12588927 TestLoss:0.6290852
Epoch:39, Time:1ms, TrainLoss:0.24121022, TrainLossChange:-0.15018398 TestLoss:0.26773825
Epoch:40, Time:1ms, TrainLoss:0.24016227, TrainLossChange:-0.001047954 TestLoss:0.16036521
Epoch:41, Time:1ms, TrainLoss:0.27606815, TrainLossChange:0.035905883 TestLoss:0.26869228
Epoch:42, Time:1ms, TrainLoss:0.2774914, TrainLossChange:0.0014232397 TestLoss:0.12113187
Epoch:43, Time:0ms, TrainLoss:0.22781318, TrainLossChange:-0.049678206 TestLoss:0.09749674
Epoch:44, Time:1ms, TrainLoss:0.25916946, TrainLossChange:0.031356275 TestLoss:0.07970304
Epoch:45, Time:0ms, TrainLoss:0.1170043, TrainLossChange:-0.14216515 TestLoss:0.22870325
Epoch:46, Time:1ms, TrainLoss:0.4731182, TrainLossChange:0.35611388 TestLoss:0.5805404
Epoch:47, Time:1ms, TrainLoss:0.25585958, TrainLossChange:-0.2172586 TestLoss:0.22414738
Epoch:48, Time:1ms, TrainLoss:0.39898512, TrainLossChange:0.14312553 TestLoss:0.72782165
Epoch:49, Time:0ms, TrainLoss:0.22935928, TrainLossChange:-0.16962583 TestLoss:0.7820345
Epoch:50, Time:1ms, TrainLoss:0.168072, TrainLossChange:-0.061287284 TestLoss:0.20015141
Epoch:51, Time:1ms, TrainLoss:0.21026367, TrainLossChange:0.04219167 TestLoss:0.15239652
Epoch:52, Time:0ms, TrainLoss:0.21210697, TrainLossChange:0.0018433034 TestLoss:0.1564509
Epoch:53, Time:0ms, TrainLoss:0.22543336, TrainLossChange:0.013326392 TestLoss:0.1532375
Epoch:54, Time:0ms, TrainLoss:0.20387448, TrainLossChange:-0.02155888 TestLoss:0.17515305
Epoch:55, Time:0ms, TrainLoss:0.24832305, TrainLossChange:0.04444857 TestLoss:0.14305517
Epoch:56, Time:0ms, TrainLoss:0.14021027, TrainLossChange:-0.10811278 TestLoss:0.094842635
Epoch:57, Time:1ms, TrainLoss:0.12122824, TrainLossChange:-0.01898203 TestLoss:0.16459265
Epoch:58, Time:1ms, TrainLoss:0.2291824, TrainLossChange:0.10795417 TestLoss:0.112098455
Epoch:59, Time:0ms, TrainLoss:0.17628585, TrainLossChange:-0.05289656 TestLoss:0.3022914
Epoch:60, Time:1ms, TrainLoss:0.45718828, TrainLossChange:0.28090245 TestLoss:0.33745557
Epoch:61, Time:1ms, TrainLoss:0.40184098, TrainLossChange:-0.055347294 TestLoss:0.51595384
Epoch:62, Time:0ms, TrainLoss:0.21488547, TrainLossChange:-0.18695551 TestLoss:0.59435815
Epoch:63, Time:0ms, TrainLoss:0.17586443, TrainLossChange:-0.039021045 TestLoss:0.24321058
Epoch:64, Time:0ms, TrainLoss:0.20249102, TrainLossChange:0.026626587 TestLoss:0.118427314
Epoch:65, Time:1ms, TrainLoss:0.19882521, TrainLossChange:-0.0036658049 TestLoss:0.23224951
Epoch:66, Time:0ms, TrainLoss:0.19189626, TrainLossChange:-0.0069289505 TestLoss:0.24734913
Epoch:67, Time:0ms, TrainLoss:0.21899979, TrainLossChange:0.027103528 TestLoss:0.12930217
Epoch:68, Time:0ms, TrainLoss:0.24511114, TrainLossChange:0.02611135 TestLoss:0.14451851
Epoch:69, Time:1ms, TrainLoss:0.25086904, TrainLossChange:0.005757898 TestLoss:0.2302197
Epoch:70, Time:0ms, TrainLoss:0.19765837, TrainLossChange:-0.05321066 TestLoss:0.12364221
Epoch:71, Time:0ms, TrainLoss:0.22255471, TrainLossChange:0.024896339 TestLoss:0.14388667
Epoch:72, Time:1ms, TrainLoss:0.24555334, TrainLossChange:0.022998631 TestLoss:0.11926232
Epoch:73, Time:0ms, TrainLoss:0.16612127, TrainLossChange:-0.07943207 TestLoss:0.23381662
Epoch:74, Time:1ms, TrainLoss:0.43837515, TrainLossChange:0.27225387 TestLoss:0.2142623
Epoch:75, Time:1ms, TrainLoss:0.31204557, TrainLossChange:-0.12632957 TestLoss:0.24325655
Epoch:76, Time:0ms, TrainLoss:0.1752926, TrainLossChange:-0.13675298 TestLoss:0.21808985
Epoch:77, Time:1ms, TrainLoss:0.23626354, TrainLossChange:0.060970947 TestLoss:0.075452775
Epoch:78, Time:0ms, TrainLoss:0.12180944, TrainLossChange:-0.114454105 TestLoss:0.10848801
Epoch:79, Time:1ms, TrainLoss:0.13464215, TrainLossChange:0.012832716 TestLoss:0.119288325
Epoch:80, Time:0ms, TrainLoss:0.11969012, TrainLossChange:-0.014952034 TestLoss:0.15263945
Epoch:81, Time:0ms, TrainLoss:0.25088164, TrainLossChange:0.13119152 TestLoss:0.4109928
Epoch:82, Time:0ms, TrainLoss:0.55036795, TrainLossChange:0.2994863 TestLoss:0.3685386
Epoch:83, Time:0ms, TrainLoss:0.5355594, TrainLossChange:-0.014808536 TestLoss:0.46630245
Epoch:84, Time:0ms, TrainLoss:0.17502789, TrainLossChange:-0.3605315 TestLoss:0.4436582
Epoch:85, Time:0ms, TrainLoss:0.7843207, TrainLossChange:0.6092928 TestLoss:0.58602
Epoch:86, Time:1ms, TrainLoss:0.44528738, TrainLossChange:-0.33903334 TestLoss:0.43202993
Epoch:87, Time:0ms, TrainLoss:0.55822796, TrainLossChange:0.11294058 TestLoss:0.5536753
Epoch:88, Time:0ms, TrainLoss:0.5985091, TrainLossChange:0.040281117 TestLoss:0.57474685
Epoch:89, Time:0ms, TrainLoss:0.55460155, TrainLossChange:-0.043907523 TestLoss:0.55965346
Epoch:90, Time:1ms, TrainLoss:0.30692542, TrainLossChange:-0.24767613 TestLoss:0.17608759
Epoch:91, Time:0ms, TrainLoss:0.24038097, TrainLossChange:-0.06654444 TestLoss:0.1822219
Epoch:92, Time:0ms, TrainLoss:0.26554063, TrainLossChange:0.025159657 TestLoss:0.16874026
Epoch:93, Time:0ms, TrainLoss:0.24263118, TrainLossChange:-0.022909448 TestLoss:0.14971906
Epoch:94, Time:0ms, TrainLoss:0.24867032, TrainLossChange:0.0060391426 TestLoss:0.11507027
Epoch:95, Time:0ms, TrainLoss:0.13714467, TrainLossChange:-0.111525655 TestLoss:0.10608434
Epoch:96, Time:0ms, TrainLoss:0.12899582, TrainLossChange:-0.008148849 TestLoss:0.15380503
Epoch:97, Time:1ms, TrainLoss:0.1628749, TrainLossChange:0.033879086 TestLoss:0.20724574
Epoch:98, Time:0ms, TrainLoss:0.14675754, TrainLossChange:-0.016117364 TestLoss:0.10510324
Epoch:99, Time:0ms, TrainLoss:0.11629981, TrainLossChange:-0.030457735 TestLoss:0.20686723
Epoch:100, Time:0ms, TrainLoss:0.14557216, TrainLossChange:0.029272348 TestLoss:0.11956139
Epoch:101, Time:0ms, TrainLoss:0.10195418, TrainLossChange:-0.04361798 TestLoss:0.1018727
Epoch:102, Time:1ms, TrainLoss:0.16942813, TrainLossChange:0.06747395 TestLoss:0.17254081
Epoch:103, Time:0ms, TrainLoss:0.57049775, TrainLossChange:0.40106964 TestLoss:0.57495993
Epoch:104, Time:1ms, TrainLoss:0.55622005, TrainLossChange:-0.014277697 TestLoss:0.56955993
Epoch:105, Time:0ms, TrainLoss:0.44174063, TrainLossChange:-0.11447942 TestLoss:0.3244424
Epoch:106, Time:0ms, TrainLoss:0.57745945, TrainLossChange:0.13571882 TestLoss:0.5744739
Epoch:107, Time:0ms, TrainLoss:0.5571499, TrainLossChange:-0.020309567 TestLoss:0.57392466
Epoch:108, Time:0ms, TrainLoss:0.556668, TrainLossChange:-4.8190355E-4 TestLoss:0.5728997
Epoch:109, Time:1ms, TrainLoss:0.5539312, TrainLossChange:-0.0027368069 TestLoss:0.5584314
Epoch:110, Time:0ms, TrainLoss:0.3098157, TrainLossChange:-0.24411547 TestLoss:0.14090058
Epoch:111, Time:1ms, TrainLoss:0.14201243, TrainLossChange:-0.16780327 TestLoss:0.1665968
Epoch:112, Time:0ms, TrainLoss:0.25634, TrainLossChange:0.114327565 TestLoss:0.37163556
Epoch:113, Time:0ms, TrainLoss:0.58498174, TrainLossChange:0.32864174 TestLoss:0.57433146
Epoch:114, Time:0ms, TrainLoss:0.5571254, TrainLossChange:-0.02785635 TestLoss:0.5741696
Epoch:115, Time:0ms, TrainLoss:0.55702597, TrainLossChange:-9.942055E-5 TestLoss:0.57404363
Epoch:116, Time:1ms, TrainLoss:0.55694747, TrainLossChange:-7.849932E-5 TestLoss:0.5739428
Epoch:117, Time:0ms, TrainLoss:0.55688304, TrainLossChange:-6.443262E-5 TestLoss:0.5738594
Epoch:118, Time:0ms, TrainLoss:0.55682945, TrainLossChange:-5.3584576E-5 TestLoss:0.5737895
Epoch:119, Time:1ms, TrainLoss:0.5567835, TrainLossChange:-4.595518E-5 TestLoss:0.5737287
Epoch:120, Time:0ms, TrainLoss:0.5567435, TrainLossChange:-3.9994717E-5 TestLoss:0.5736754
Epoch:121, Time:1ms, TrainLoss:0.5567082, TrainLossChange:-3.528595E-5 TestLoss:0.57362753
Epoch:122, Time:0ms, TrainLoss:0.55667645, TrainLossChange:-3.1769276E-5 TestLoss:0.5735845
Epoch:123, Time:0ms, TrainLoss:0.5566479, TrainLossChange:-2.8550625E-5 TestLoss:0.57354486
Epoch:124, Time:0ms, TrainLoss:0.55662155, TrainLossChange:-2.6345253E-5 TestLoss:0.57350796
Epoch:125, Time:0ms, TrainLoss:0.5565969, TrainLossChange:-2.4676323E-5 TestLoss:0.5734738
Epoch:126, Time:1ms, TrainLoss:0.5565741, TrainLossChange:-2.2768974E-5 TestLoss:0.57344145
Epoch:127, Time:0ms, TrainLoss:0.5565526, TrainLossChange:-2.1517277E-5 TestLoss:0.57341063
Epoch:128, Time:0ms, TrainLoss:0.55653214, TrainLossChange:-2.0444393E-5 TestLoss:0.5733813
Epoch:129, Time:0ms, TrainLoss:0.5565126, TrainLossChange:-1.9550323E-5 TestLoss:0.57335335
Epoch:130, Time:0ms, TrainLoss:0.556494, TrainLossChange:-1.859665E-5 TestLoss:0.5733262
Epoch:131, Time:0ms, TrainLoss:0.55647606, TrainLossChange:-1.7940998E-5 TestLoss:0.5733
Epoch:132, Time:1ms, TrainLoss:0.5564589, TrainLossChange:-1.7166138E-5 TestLoss:0.5732749
Epoch:133, Time:0ms, TrainLoss:0.556442, TrainLossChange:-1.6868114E-5 TestLoss:0.5732502
Epoch:134, Time:0ms, TrainLoss:0.5564257, TrainLossChange:-1.6331673E-5 TestLoss:0.5732262
Epoch:135, Time:1ms, TrainLoss:0.55640984, TrainLossChange:-1.5854836E-5 TestLoss:0.57320267
Epoch:136, Time:0ms, TrainLoss:0.55639416, TrainLossChange:-1.5676022E-5 TestLoss:0.57317984
Epoch:137, Time:0ms, TrainLoss:0.55637854, TrainLossChange:-1.5616417E-5 TestLoss:0.57315725
Epoch:138, Time:1ms, TrainLoss:0.55636334, TrainLossChange:-1.5199184E-5 TestLoss:0.573135
Epoch:139, Time:0ms, TrainLoss:0.5563482, TrainLossChange:-1.513958E-5 TestLoss:0.57311296
Epoch:140, Time:1ms, TrainLoss:0.5563334, TrainLossChange:-1.4781952E-5 TestLoss:0.573091
Epoch:141, Time:0ms, TrainLoss:0.55631816, TrainLossChange:-1.5258789E-5 TestLoss:0.57306904
Epoch:142, Time:0ms, TrainLoss:0.5563034, TrainLossChange:-1.4781952E-5 TestLoss:0.5730471
Epoch:143, Time:1ms, TrainLoss:0.5562879, TrainLossChange:-1.5497208E-5 TestLoss:0.5730251
Epoch:144, Time:0ms, TrainLoss:0.5562726, TrainLossChange:-1.5258789E-5 TestLoss:0.57300323
Epoch:145, Time:1ms, TrainLoss:0.5562567, TrainLossChange:-1.591444E-5 TestLoss:0.57298064
Epoch:146, Time:0ms, TrainLoss:0.5562405, TrainLossChange:-1.6212463E-5 TestLoss:0.5729576
Epoch:147, Time:0ms, TrainLoss:0.5562236, TrainLossChange:-1.692772E-5 TestLoss:0.57293385
Epoch:148, Time:0ms, TrainLoss:0.55620587, TrainLossChange:-1.770258E-5 TestLoss:0.5729094
Epoch:149, Time:1ms, TrainLoss:0.5561872, TrainLossChange:-1.8656254E-5 TestLoss:0.5728838
Epoch:150, Time:0ms, TrainLoss:0.5561672, TrainLossChange:-2.002716E-5 TestLoss:0.5728565
Epoch:151, Time:0ms, TrainLoss:0.5561456, TrainLossChange:-2.1576881E-5 TestLoss:0.5728271
Epoch:152, Time:0ms, TrainLoss:0.5561216, TrainLossChange:-2.4020672E-5 TestLoss:0.57279515
Epoch:153, Time:1ms, TrainLoss:0.5560947, TrainLossChange:-2.6881695E-5 TestLoss:0.5727594
Epoch:154, Time:0ms, TrainLoss:0.55606395, TrainLossChange:-3.0755997E-5 TestLoss:0.57271874
Epoch:155, Time:0ms, TrainLoss:0.5560276, TrainLossChange:-3.6358833E-5 TestLoss:0.5726706
Epoch:156, Time:1ms, TrainLoss:0.5559828, TrainLossChange:-4.476309E-5 TestLoss:0.5726118
Epoch:157, Time:0ms, TrainLoss:0.5559255, TrainLossChange:-5.733967E-5 TestLoss:0.57253563
Epoch:158, Time:1ms, TrainLoss:0.5558475, TrainLossChange:-7.7962875E-5 TestLoss:0.57243055
Epoch:159, Time:0ms, TrainLoss:0.5557319, TrainLossChange:-1.1563301E-4 TestLoss:0.57226896
Epoch:160, Time:1ms, TrainLoss:0.5555358, TrainLossChange:-1.9609928E-4 TestLoss:0.5719763
Epoch:161, Time:0ms, TrainLoss:0.55511326, TrainLossChange:-4.2253733E-4 TestLoss:0.5712504
Epoch:162, Time:1ms, TrainLoss:0.5534284, TrainLossChange:-0.0016848445 TestLoss:0.56680167
Epoch:163, Time:0ms, TrainLoss:0.57141894, TrainLossChange:0.01799053 TestLoss:0.5737542
Epoch:164, Time:1ms, TrainLoss:0.55634546, TrainLossChange:-0.015073478 TestLoss:0.57331514
Epoch:165, Time:0ms, TrainLoss:0.5560986, TrainLossChange:-2.4688244E-4 TestLoss:0.5729138
Epoch:166, Time:0ms, TrainLoss:0.5558274, TrainLossChange:-2.7120113E-4 TestLoss:0.5724593
Epoch:167, Time:0ms, TrainLoss:0.55542576, TrainLossChange:-4.016161E-4 TestLoss:0.5717329
Epoch:168, Time:0ms, TrainLoss:0.55446714, TrainLossChange:-9.586215E-4 TestLoss:0.5696249
Epoch:169, Time:1ms, TrainLoss:0.5401084, TrainLossChange:-0.014358759 TestLoss:0.44327718
Epoch:170, Time:0ms, TrainLoss:0.1556004, TrainLossChange:-0.38450798 TestLoss:0.252718
Epoch:171, Time:0ms, TrainLoss:0.41237637, TrainLossChange:0.25677598 TestLoss:0.8826618
Epoch:172, Time:0ms, TrainLoss:0.3603565, TrainLossChange:-0.052019864 TestLoss:0.14376554
Epoch:173, Time:0ms, TrainLoss:0.11869821, TrainLossChange:-0.2416583 TestLoss:0.22255704
Epoch:174, Time:1ms, TrainLoss:0.31402496, TrainLossChange:0.19532675 TestLoss:0.08583637
Epoch:175, Time:0ms, TrainLoss:0.15353018, TrainLossChange:-0.16049477 TestLoss:0.15166947
Epoch:176, Time:0ms, TrainLoss:0.21754482, TrainLossChange:0.06401464 TestLoss:0.24020685
Epoch:177, Time:0ms, TrainLoss:0.25390416, TrainLossChange:0.03635934 TestLoss:0.15713328
Epoch:178, Time:0ms, TrainLoss:0.20597816, TrainLossChange:-0.04792601 TestLoss:0.11180022
Epoch:179, Time:1ms, TrainLoss:0.20552684, TrainLossChange:-4.5131147E-4 TestLoss:0.11829066
Epoch:180, Time:0ms, TrainLoss:0.20426059, TrainLossChange:-0.001266256 TestLoss:0.09902096
Epoch:181, Time:0ms, TrainLoss:0.17303176, TrainLossChange:-0.031228825 TestLoss:0.61636555
Epoch:182, Time:1ms, TrainLoss:0.17093681, TrainLossChange:-0.0020949543 TestLoss:0.15055452
Epoch:183, Time:0ms, TrainLoss:0.22417608, TrainLossChange:0.05323927 TestLoss:0.10013166
Epoch:184, Time:0ms, TrainLoss:0.19194658, TrainLossChange:-0.032229498 TestLoss:0.2549382
Epoch:185, Time:0ms, TrainLoss:0.3481161, TrainLossChange:0.15616952 TestLoss:0.12967691
Epoch:186, Time:0ms, TrainLoss:0.1282238, TrainLossChange:-0.2198923 TestLoss:0.13474248
Epoch:187, Time:1ms, TrainLoss:0.16755247, TrainLossChange:0.039328665 TestLoss:0.284675
Epoch:188, Time:0ms, TrainLoss:0.14992651, TrainLossChange:-0.017625958 TestLoss:0.09306015
Epoch:189, Time:1ms, TrainLoss:0.14799172, TrainLossChange:-0.0019347966 TestLoss:0.28008115
Epoch:190, Time:0ms, TrainLoss:0.15761293, TrainLossChange:0.009621218 TestLoss:0.104789734
Epoch:191, Time:1ms, TrainLoss:0.069874555, TrainLossChange:-0.08773838 TestLoss:0.13296418
Epoch:192, Time:0ms, TrainLoss:0.13604186, TrainLossChange:0.06616731 TestLoss:0.13789721
Epoch:193, Time:1ms, TrainLoss:0.09667378, TrainLossChange:-0.039368086 TestLoss:0.08916501
Epoch:194, Time:0ms, TrainLoss:0.14527035, TrainLossChange:0.04859657 TestLoss:0.3729636
Epoch:195, Time:0ms, TrainLoss:0.24847198, TrainLossChange:0.10320163 TestLoss:0.16539542
Epoch:196, Time:0ms, TrainLoss:0.2812766, TrainLossChange:0.03280464 TestLoss:0.09626686
Epoch:197, Time:0ms, TrainLoss:0.30558264, TrainLossChange:0.02430603 TestLoss:0.38025045
Epoch:198, Time:1ms, TrainLoss:0.22007868, TrainLossChange:-0.085503966 TestLoss:0.2149439
Epoch:199, Time:0ms, TrainLoss:0.29508507, TrainLossChange:0.075006396 TestLoss:0.24730644
Epoch:200, Time:0ms, TrainLoss:0.15087795, TrainLossChange:-0.14420712 TestLoss:0.11035078
Epoch:201, Time:1ms, TrainLoss:0.088452935, TrainLossChange:-0.062425017 TestLoss:0.13100305
Epoch:202, Time:0ms, TrainLoss:0.0890728, TrainLossChange:6.1986595E-4 TestLoss:0.17678156
Epoch:203, Time:0ms, TrainLoss:0.1576071, TrainLossChange:0.06853429 TestLoss:0.17434886
Epoch:204, Time:0ms, TrainLoss:0.12082906, TrainLossChange:-0.036778033 TestLoss:0.16527833
Epoch:205, Time:0ms, TrainLoss:0.2299109, TrainLossChange:0.109081835 TestLoss:0.2082832
Epoch:206, Time:1ms, TrainLoss:0.2637429, TrainLossChange:0.033832 TestLoss:0.13148591
Epoch:207, Time:0ms, TrainLoss:0.108001426, TrainLossChange:-0.15574147 TestLoss:0.15712506
Epoch:208, Time:0ms, TrainLoss:0.24435273, TrainLossChange:0.1363513 TestLoss:0.13681632
Epoch:209, Time:1ms, TrainLoss:0.14474513, TrainLossChange:-0.0996076 TestLoss:0.17872232
Epoch:210, Time:0ms, TrainLoss:0.28625366, TrainLossChange:0.14150853 TestLoss:0.09074568
Epoch:211, Time:0ms, TrainLoss:0.2190355, TrainLossChange:-0.067218155 TestLoss:0.14070004
Epoch:212, Time:0ms, TrainLoss:0.16522357, TrainLossChange:-0.053811938 TestLoss:0.12653694
Epoch:213, Time:1ms, TrainLoss:0.09508203, TrainLossChange:-0.07014154 TestLoss:0.14242211
Epoch:214, Time:0ms, TrainLoss:0.07986428, TrainLossChange:-0.015217751 TestLoss:0.18878826
Epoch:215, Time:0ms, TrainLoss:0.39748195, TrainLossChange:0.31761765 TestLoss:0.3049207
Epoch:216, Time:1ms, TrainLoss:0.13443497, TrainLossChange:-0.26304698 TestLoss:0.14759085
Epoch:217, Time:0ms, TrainLoss:0.15364406, TrainLossChange:0.019209087 TestLoss:0.20342325
Epoch:218, Time:0ms, TrainLoss:0.15575092, TrainLossChange:0.0021068603 TestLoss:0.15300581
Epoch:219, Time:0ms, TrainLoss:0.11141987, TrainLossChange:-0.044331044 TestLoss:0.10559238
Epoch:220, Time:0ms, TrainLoss:0.14438017, TrainLossChange:0.032960296 TestLoss:0.12369928
Epoch:221, Time:1ms, TrainLoss:0.08897711, TrainLossChange:-0.055403054 TestLoss:0.21016353
Epoch:222, Time:0ms, TrainLoss:0.14904507, TrainLossChange:0.06006795 TestLoss:0.11358849
Epoch:223, Time:1ms, TrainLoss:0.2514054, TrainLossChange:0.10236032 TestLoss:0.113314554
Epoch:224, Time:0ms, TrainLoss:0.12381954, TrainLossChange:-0.12758586 TestLoss:0.16595997
Epoch:225, Time:0ms, TrainLoss:0.28471822, TrainLossChange:0.16089869 TestLoss:0.11477916
Epoch:226, Time:0ms, TrainLoss:0.15176265, TrainLossChange:-0.13295557 TestLoss:0.10168262
Epoch:227, Time:0ms, TrainLoss:0.11305009, TrainLossChange:-0.03871256 TestLoss:0.1364345
Epoch:228, Time:1ms, TrainLoss:0.14339328, TrainLossChange:0.03034319 TestLoss:0.10598859
Epoch:229, Time:0ms, TrainLoss:0.19999835, TrainLossChange:0.05660507 TestLoss:0.09704744
Epoch:230, Time:0ms, TrainLoss:0.14791727, TrainLossChange:-0.05208108 TestLoss:0.18034928
Epoch:231, Time:0ms, TrainLoss:0.12627684, TrainLossChange:-0.021640435 TestLoss:0.15443951
Epoch:232, Time:0ms, TrainLoss:0.2636613, TrainLossChange:0.13738446 TestLoss:0.16132982
Epoch:233, Time:1ms, TrainLoss:0.10609738, TrainLossChange:-0.15756392 TestLoss:0.1535111
Epoch:234, Time:0ms, TrainLoss:0.09557607, TrainLossChange:-0.010521308 TestLoss:0.17176388
Epoch:235, Time:1ms, TrainLoss:0.12187871, TrainLossChange:0.026302643 TestLoss:0.13113537
Epoch:236, Time:0ms, TrainLoss:0.102981344, TrainLossChange:-0.01889737 TestLoss:0.13993777
Epoch:237, Time:1ms, TrainLoss:0.09385736, TrainLossChange:-0.009123981 TestLoss:0.12521788
Epoch:238, Time:0ms, TrainLoss:0.08718257, TrainLossChange:-0.0066747963 TestLoss:0.15554339
Epoch:239, Time:1ms, TrainLoss:0.089405775, TrainLossChange:0.0022232085 TestLoss:0.12156538
Epoch:240, Time:1ms, TrainLoss:0.25710917, TrainLossChange:0.16770339 TestLoss:0.13915163
Epoch:241, Time:0ms, TrainLoss:0.23616937, TrainLossChange:-0.020939797 TestLoss:0.19231334
Epoch:242, Time:0ms, TrainLoss:0.27605152, TrainLossChange:0.039882153 TestLoss:0.34190878
Epoch:243, Time:0ms, TrainLoss:0.1284066, TrainLossChange:-0.14764492 TestLoss:0.14103195
Epoch:244, Time:1ms, TrainLoss:0.09724263, TrainLossChange:-0.031163968 TestLoss:0.15167442
Epoch:245, Time:0ms, TrainLoss:0.14936833, TrainLossChange:0.0521257 TestLoss:0.114689745
Epoch:246, Time:0ms, TrainLoss:0.107198626, TrainLossChange:-0.042169705 TestLoss:0.14531875
Epoch:247, Time:1ms, TrainLoss:0.23286924, TrainLossChange:0.12567061 TestLoss:0.16565531
Epoch:248, Time:0ms, TrainLoss:0.15109947, TrainLossChange:-0.081769764 TestLoss:0.1155581
Epoch:249, Time:1ms, TrainLoss:0.112544835, TrainLossChange:-0.03855464 TestLoss:0.109587505
Epoch:250, Time:0ms, TrainLoss:0.07555138, TrainLossChange:-0.03699345 TestLoss:0.109837346
Epoch:251, Time:0ms, TrainLoss:0.16006067, TrainLossChange:0.08450929 TestLoss:0.20944735
Epoch:252, Time:0ms, TrainLoss:0.1355331, TrainLossChange:-0.02452758 TestLoss:0.20719726
Epoch:253, Time:1ms, TrainLoss:0.21517353, TrainLossChange:0.07964043 TestLoss:0.11876643
Epoch:254, Time:1ms, TrainLoss:0.087466605, TrainLossChange:-0.12770692 TestLoss:0.11244718
